source_id,hospital_name,description,code,code_type,setting,charge_scope,charge_type,payer_name,plan_name,amount,currency,rate_unit,rate_method,allowed_count,source_url,file_date,source_record_locator
carilion_nrv_2025_12_15,Carilion New River Valley Medical Center,HB XR CHEST 2 VIEWS,71046,CPT,outpatient,unknown,gross,,,415.00,USD,,,,https://www.carilionclinic.org/540553805_carilion-new-river-valley-medical-center_standardcharges.csv,2025-12-15,CSV physical row 2396; code|1=CPT:71046; code|2=Local:70002159; column=standard_charge|gross
carilion_nrv_2025_12_15,Carilion New River Valley Medical Center,HB XR CHEST 2 VIEWS,71046,CPT,outpatient,unknown,discounted_cash,,,145.25,USD,,,,https://www.carilionclinic.org/540553805_carilion-new-river-valley-medical-center_standardcharges.csv,2025-12-15,CSV physical row 2396; code|1=CPT:71046; code|2=Local:70002159; column=standard_charge|discounted_cash
carilion_nrv_2025_12_15,Carilion New River Valley Medical Center,HB COMPREHENSIVE METABOLIC PAN,80053,CPT,outpatient,unknown,gross,,,487.00,USD,,,,https://www.carilionclinic.org/540553805_carilion-new-river-valley-medical-center_standardcharges.csv,2025-12-15,CSV physical row 4619; code|1=CPT:80053; code|2=Local:86205309; column=standard_charge|gross
carilion_nrv_2025_12_15,Carilion New River Valley Medical Center,HB COMPREHENSIVE METABOLIC PAN,80053,CPT,outpatient,unknown,discounted_cash,,,170.45,USD,,,,https://www.carilionclinic.org/540553805_carilion-new-river-valley-medical-center_standardcharges.csv,2025-12-15,CSV physical row 4619; code|1=CPT:80053; code|2=Local:86205309; column=standard_charge|discounted_cash
carilion_nrv_2025_12_15,Carilion New River Valley Medical Center,HB CT ABDOMEN AND PELVIS W CONT,74177,CPT,outpatient,unknown,gross,,,4406.00,USD,,,,https://www.carilionclinic.org/540553805_carilion-new-river-valley-medical-center_standardcharges.csv,2025-12-15,CSV physical row 1035; code|1=CPT:74177; code|2=Local:70418884; column=standard_charge|gross
carilion_nrv_2025_12_15,Carilion New River Valley Medical Center,HB CT ABDOMEN AND PELVIS W CONT,74177,CPT,outpatient,unknown,discounted_cash,,,1542.10,USD,,,,https://www.carilionclinic.org/540553805_carilion-new-river-valley-medical-center_standardcharges.csv,2025-12-15,CSV physical row 1035; code|1=CPT:74177; code|2=Local:70418884; column=standard_charge|discounted_cash
carilion_nrv_2025_12_15,Carilion New River Valley Medical Center,HB ER VISIT LEVEL 4,99284,CPT,outpatient,unknown,gross,,,2178.00,USD,,,,https://www.carilionclinic.org/540553805_carilion-new-river-valley-medical-center_standardcharges.csv,2025-12-15,CSV physical row 1291; code|1=CPT:99284; code|2=Local:12404034; column=standard_charge|gross
carilion_nrv_2025_12_15,Carilion New River Valley Medical Center,HB ER VISIT LEVEL 4,99284,CPT,outpatient,unknown,discounted_cash,,,762.30,USD,,,,https://www.carilionclinic.org/540553805_carilion-new-river-valley-medical-center_standardcharges.csv,2025-12-15,CSV physical row 1291; code|1=CPT:99284; code|2=Local:12404034; column=standard_charge|discounted_cash
carilion_nrv_2025_12_15,Carilion New River Valley Medical Center,HB ER VISIT LEVEL 5,99285,CPT,outpatient,unknown,gross,,,3315.00,USD,,,,https://www.carilionclinic.org/540553805_carilion-new-river-valley-medical-center_standardcharges.csv,2025-12-15,CSV physical row 5169; code|1=CPT:99285; code|2=Local:12410031; column=standard_charge|gross
carilion_nrv_2025_12_15,Carilion New River Valley Medical Center,HB ER VISIT LEVEL 5,99285,CPT,outpatient,unknown,discounted_cash,,,1160.25,USD,,,,https://www.carilionclinic.org/540553805_carilion-new-river-valley-medical-center_standardcharges.csv,2025-12-15,CSV physical row 5169; code|1=CPT:99285; code|2=Local:12410031; column=standard_charge|discounted_cash
